marca,modelo,emplacados,acumulado_anual,data,year,month
NISSAN,LEAF,63,341,2022-11-02,2022,11
AUDI,A3,0,154,2022-11-02,2022,11
BMW,I3,10,120,2022-11-02,2022,11
BMW,118i,12,81,2022-11-02,2022,11
MBENZ,CLASSE_A,2,53,2022-11-02,2022,11
FIAT,CRONOS,6575,37082,2022-11-02,2022,11
VW,VOYAGE,4677,31926,2022-11-02,2022,11
JAC,E-JS1,37,590,2022-11-02,2022,11
HYUNDAI,HB20S,1412,22577,2022-11-02,2022,11
FIAT,SIENA,6,4137,2022-11-02,2022,11
GM,PRISMA,0,9,2022-11-02,2022,11
FORD,KA_SEDAN,1,7,2022-11-02,2022,11
TOYOTA,ETIOS_SEDAN,0,6,2022-11-02,2022,11
GM,BOLT,0,8,2022-11-02,2022,11
GM,CLASSIC,0,3,2022-11-02,2022,11
GM,ONIX_PLUS,8035,67213,2022-11-02,2022,11
HONDA,CITY,1147,20808,2022-11-02,2022,11
RENAULT,LOGAN,1206,9404,2022-11-02,2022,11
TOYOTA,YARIS_SEDAN,1615,13779,2022-11-02,2022,11
MINI,COOPER,83,668,2022-11-02,2022,11
VW,POLO,2152,5306,2022-11-02,2022,11
JAGUAR,F-TYPE,6,61,2022-11-02,2022,11
FIAT,MOBI,8724,65498,2022-11-02,2022,11
VW,GOL,7320,63441,2022-11-02,2022,11
RENAULT,KWID,6182,52306,2022-11-02,2022,11
FIAT,UNO,5,778,2022-11-02,2022,11
VW,FUSCA,4,56,2022-11-02,2022,11
VW,UP,1,16,2022-11-02,2022,11
TOYOTA,ETIOS_HB,0,7,2022-11-02,2022,11
CAOA_CHERY,ICAR,13,782,2022-11-02,2022,11
CAOA_CHERY,QQ,0,5,2022-11-02,2022,11
HYUNDAI,HB20,9457,89286,2022-11-02,2022,11
GM,ONIX,7393,75741,2022-11-02,2022,11
FIAT,ARGO,7737,57281,2022-11-02,2022,11
PEUGEOT,208,3978,28132,2022-11-02,2022,11
TOYOTA,YARIS_HB,2365,23394,2022-11-02,2022,11
HONDA,CITY_HATCH,1381,14608,2022-11-02,2022,11
RENAULT,SANDERO,1341,9308,2022-11-02,2022,11
CITROEN,C3,3191,7564,2022-11-02,2022,11
GM,CHEVETTE,0,4,2022-11-02,2022,11
NISSAN,VERSA,131,5175,2022-11-02,2022,11
NISSAN,VERSA,0,5,2022-11-02,2022,11
GM,COBALT,2,26,2022-11-02,2022,11
BMW,330E,25,542,2022-11-02,2022,11
MBENZ,CLA250,40,408,2022-11-02,2022,11
PORSCHE,PANAMERA,14,203,2022-11-02,2022,11
VW,VIRTUS,600,4830,2022-11-02,2022,11
BMW,530E,12,109,2022-11-02,2022,11
MBENZ,CLASSE_E,1,54,2022-11-02,2022,11
AUDI,E_TRON_GT,0,45,2022-11-02,2022,11
BMW,M340I,1,29,2022-11-02,2022,11
MBENZ,CLASSE_C,96,985,2022-11-02,2022,11
LEXUS,ES300,4,25,2022-11-02,2022,11
FIAT,PALIO_WEEKEND,0,3,2022-11-02,2022,11
FORD,BELINA,0,2,2022-11-02,2022,11
VW,SPACE_FOX,0,2,2022-11-02,2022,11
VW,PARATI,0,1,2022-11-02,2022,11
AUDI,RS6_AVANT,1,26,2022-11-02,2022,11
AUDI,RS4_AVANT,0,4,2022-11-02,2022,11
GM,CARAVAN,0,1,2022-11-02,2022,11
FIAT,DOBLO,0,314,2022-11-02,2022,11
TESLA,MODEL_S,0,25,2022-11-02,2022,11
BMW,320I,666,4164,2022-11-02,2022,11
AUDI,A4,29,184,2022-11-02,2022,11
BMW,430I,0,2,2022-11-02,2022,11
TOYOTA,COROLLA,3656,38557,2022-11-02,2022,11
GM,CRUZE_SEDAN,371,8336,2022-11-02,2022,11
HONDA,CIVIC,1,1991,2022-11-02,2022,11
FORD,FUSION,0,2,2022-11-02,2022,11
VW,JETTA,65,517,2022-11-02,2022,11
AUDI,A3_SEDAN,6,396,2022-11-02,2022,11
KIA,CERATO,12,329,2022-11-02,2022,11
AUDI,A5,25,268,2022-11-02,2022,11
HYUNDAI,IONIQ,0,240,2022-11-02,2022,11
CAOA_CHERY,ARRIZO_6,71,1348,2022-11-02,2022,11
MBENZ,CLA35,3,74,2022-11-02,2022,11
MBENZ,CLA45,6,58,2022-11-02,2022,11
MBENZ,CLASSE_A,2,55,2022-11-02,2022,11
BMW,218I,10,48,2022-11-02,2022,11
JAC,E-J7,7,44,2022-11-02,2022,11
BMW,M440I,0,9,2022-11-02,2022,11
BMW,M235I,0,7,2022-11-02,2022,11
CITROEN,C4L,0,7,2022-11-02,2022,11
MBENZ,CLASSE_C,0,3,2022-11-02,2022,11
BMW,420I,14,106,2022-11-02,2022,11
BMW,X1,28,3479,2022-12-02,2022,12
CAOA_CHERY,TIGGO_3X,40,3656,2022-12-02,2022,12
MITSUBISHI,ECLIPSE_CROSS,284,3725,2022-12-02,2022,12
PEUGEOT,2008,240,5176,2022-12-02,2022,12
CAOA_CHERY,TIGGO_7,880,8876,2022-12-02,2022,12
TOYOTA,HILUX_SW4,1380,13718,2022-12-02,2022,12
FIAT,FASTBACK,3411,9889,2022-12-02,2022,12
CAOA_CHERY,TIGGO_8,715,10439,2022-12-02,2022,12
VW,TAOS,1495,11737,2022-12-02,2022,12
HONDA,HR-V,3198,15404,2022-12-02,2022,12
CITROEN,C4_CACTUS,758,18450,2022-12-02,2022,12
CAOA_CHERY,TIGGO_5X,689,9653,2022-12-02,2022,12
JEEP,COMMANDER,2281,22355,2022-12-02,2022,12
MBENZ,CLA250,50,458,2022-12-02,2022,12
NISSAN,KICKS,3667,38983,2022-12-02,2022,12
VW,VOYAGE,4002,35928,2022-12-02,2022,12
HYUNDAI,HB20S,2920,25497,2022-12-02,2022,12
RENAULT,LOGAN,916,10320,2022-12-02,2022,12
FIAT,SIENA,4,4141,2022-12-02,2022,12
FORD,KA_SEDAN,2,9,2022-12-02,2022,12
GM,PRISMA,0,9,2022-12-02,2022,12
NISSAN,VERSA,1,6,2022-12-02,2022,12
TOYOTA,ETIOS_SEDAN,0,6,2022-12-02,2022,12
GM,CLASSIC,0,3,2022-12-02,2022,12
GM,ONIX_PLUS,8030,75243,2022-12-02,2022,12
HONDA,CITY,1324,22132,2022-12-02,2022,12
TOYOTA,YARIS_SEDAN,2004,15783,2022-12-02,2022,12
NISSAN,VERSA,481,5656,2022-12-02,2022,12
VW,VIRTUS,796,5626,2022-12-02,2022,12
GM,COBALT,0,26,2022-12-02,2022,12
TOYOTA,COROLLA,4330,42887,2022-12-02,2022,12
GM,CRUZE_SEDAN,181,8517,2022-12-02,2022,12
HONDA,CIVIC,5,1996,2022-12-02,2022,12
CAOA_CHERY,ARRIZO_6,108,1456,2022-12-02,2022,12
VW,JETTA,31,548,2022-12-02,2022,12
AUDI,A3_SEDAN,84,480,2022-12-02,2022,12
AUDI,A5,76,345,2022-12-02,2022,12
KIA,CERATO,10,339,2022-12-02,2022,12
FIAT,CRONOS,4598,41680,2022-12-02,2022,12
MBENZ,CLASSE_A,5,58,2022-12-02,2022,12
BMW,118i,15,96,2022-12-02,2022,12
BMW,I3,37,157,2022-12-02,2022,12
FIAT,MOBI,7258,72756,2022-12-02,2022,12
VW,GOL,9166,72606,2022-12-02,2022,12
RENAULT,KWID,5083,57388,2022-12-02,2022,12
FIAT,UNO,6,784,2022-12-02,2022,12
VW,FUSCA,5,61,2022-12-02,2022,12
VW,UP,0,16,2022-12-02,2022,12
TOYOTA,ETIOS_HB,2,9,2022-12-02,2022,12
FIAT,PALIO,2,5,2022-12-02,2022,12
CAOA_CHERY,QQ,0,5,2022-12-02,2022,12
HYUNDAI,HB20,6970,96255,2022-12-02,2022,12
GM,ONIX,9511,85252,2022-12-02,2022,12
HYUNDAI,IONIQ,0,240,2022-12-02,2022,12
FIAT,ARGO,6737,64016,2022-12-02,2022,12
TOYOTA,YARIS_HB,3221,26614,2022-12-02,2022,12
HONDA,CITY_HATCH,1507,16115,2022-12-02,2022,12
CITROEN,C3,3271,10834,2022-12-02,2022,12
RENAULT,SANDERO,1365,10673,2022-12-02,2022,12
VW,POLO,2887,8193,2022-12-02,2022,12
CAOA_CHERY,ICAR,3,785,2022-12-02,2022,12
MINI,COOPER,82,750,2022-12-02,2022,12
JAC,E-JS1,20,610,2022-12-02,2022,12
GM,CRUZE_HB,68,1399,2022-12-02,2022,12
NISSAN,LEAF,6,347,2022-12-02,2022,12
AUDI,A3,7,161,2022-12-02,2022,12
PEUGEOT,208,1787,29918,2022-12-02,2022,12
BMW,420I,40,146,2022-12-02,2022,12
MBENZ,CLA45,22,80,2022-12-02,2022,12
MBENZ,CLA35,4,78,2022-12-02,2022,12
FIAT,DOBLO,0,314,2022-12-02,2022,12
HONDA,FIT,0,231,2022-12-02,2022,12
GM,BOLT,2,10,2022-12-02,2022,12
FIAT,IDEA,0,1,2022-12-02,2022,12
GM,SPIN,2432,17816,2022-12-02,2022,12
KIA,CARNIVAL,16,346,2022-12-02,2022,12
BYD,D1,7,20,2022-12-02,2022,12
CHRYSLER,PACIFICA,0,12,2022-12-02,2022,12
PORSCHE,911,50,614,2022-12-02,2022,12
FORD,MUSTANG,10,330,2022-12-02,2022,12
PORSCHE,TAYCAN,8,241,2022-12-02,2022,12
GM,CARAVAN,0,1,2022-12-02,2022,12
BMW,M3,30,178,2022-12-02,2022,12
PORSCHE,BOXSTER,0,82,2022-12-02,2022,12
JAGUAR,F-TYPE,13,74,2022-12-02,2022,12
GM,CAMARO,3,53,2022-12-02,2022,12
GM,TRACKER,8283,70806,2022-12-02,2022,12
VW,T_CROSS,6182,65341,2022-12-02,2022,12
JEEP,COMPASS,6092,63564,2022-12-02,2022,12
HYUNDAI,CRETA,6572,62651,2022-12-02,2022,12
JEEP,RENEGADE,5420,51398,2022-12-02,2022,12
FIAT,PULSE,4019,50522,2022-12-02,2022,12
TOYOTA,COROLLA_CROSS,3894,42506,2022-12-02,2022,12
VW,NIVUS,4756,39463,2022-12-02,2022,12
GM,CORVETTE,4,82,2022-12-02,2022,12
RENAULT,DUSTER,2268,22690,2022-12-02,2022,12
AUDI,RS4_AVANT,0,4,2022-12-02,2022,12
VW,PARATI,0,1,2022-12-02,2022,12
BMW,218I,11,59,2022-12-02,2022,12
MBENZ,CLASSE_A,2,57,2022-12-02,2022,12
JAC,E-J7,6,50,2022-12-02,2022,12
BMW,M440I,1,10,2022-12-02,2022,12
BMW,M235I,0,7,2022-12-02,2022,12
CITROEN,C4L,0,7,2022-12-02,2022,12
MBENZ,CLASSE_C,0,3,2022-12-02,2022,12
BMW,430I,0,2,2022-12-02,2022,12
FORD,FUSION,0,2,2022-12-02,2022,12
BMW,320I,745,4909,2022-12-02,2022,12
MBENZ,CLASSE_C,107,1092,2022-12-02,2022,12
AUDI,RS6_AVANT,11,37,2022-12-02,2022,12
BMW,330E,67,609,2022-12-02,2022,12
AUDI,A4,99,283,2022-12-02,2022,12
PORSCHE,PANAMERA,24,227,2022-12-02,2022,12
BMW,530E,17,126,2022-12-02,2022,12
MBENZ,CLASSE_E,1,55,2022-12-02,2022,12
AUDI,E_TRON_GT,5,50,2022-12-02,2022,12
LEXUS,ES300,5,30,2022-12-02,2022,12
BMW,M340I,0,29,2022-12-02,2022,12
TESLA,MODEL_S,0,25,2022-12-02,2022,12
FIAT,PALIO_WEEKEND,0,3,2022-12-02,2022,12
FORD,BELINA,0,2,2022-12-02,2022,12
VW,SPACE_FOX,0,2,2022-12-02,2022,12
GM,TRAILBLAZER,296,3208,2022-12-02,2022,12
RENAULT,CAPTUR,75,3007,2022-12-02,2022,12
PORSCHE,CAYMAN,4,45,2022-12-02,2022,12
MITSUBISHI,PAJERO,349,1956,2022-12-02,2022,12
BMW,X5,45,1005,2022-12-02,2022,12
TOYOTA,RAV4,111,1084,2022-12-02,2022,12
PORSCHE,MACAN,87,1084,2022-12-02,2022,12
MITSUBISHI,OUTLANDER,8,1087,2022-12-02,2022,12
BMW,X3,33,1112,2022-12-02,2022,12
LAND_ROVER,DISCOVERY,83,1418,2022-12-02,2022,12
FORD,TERRITORY,52,978,2022-12-02,2022,12
FORD,BRONCO,94,1583,2022-12-02,2022,12
AUDI,Q5,219,1575,2022-12-02,2022,12
VOLVO,XC40,309,1915,2022-12-02,2022,12
HYUNDAI,TUCSON,21,2239,2022-12-02,2022,12
GM,EQUINOX,356,1768,2022-12-02,2022,12
AUDI,Q3,269,1623,2022-12-02,2022,12
VOLVO,XC60,312,1882,2022-12-02,2022,12
VW,VOYAGE,2004,2004,2023-01-02,2023,1
PEUGEOT,208,1201,1201,2023-01-02,2023,1
RENAULT,SANDERO,488,488,2023-01-02,2023,1
MINI,COOPER,49,49,2023-01-02,2023,1
FIAT,500E,8,8,2023-01-02,2023,1
NISSAN,LEAF,80,80,2023-01-02,2023,1
AUDI,A3,32,32,2023-01-02,2023,1
GM,CRUZE_HB,25,25,2023-01-02,2023,1
BMW,I3,9,9,2023-01-02,2023,1
BMW,118i,5,5,2023-01-02,2023,1
MBENZ,A45_AMG,2,2,2023-01-02,2023,1
FIAT,CRONOS,2481,2481,2023-01-02,2023,1
JAC,E-JS1,23,23,2023-01-02,2023,1
TOYOTA,YARIS_SEDAN,1099,1099,2023-01-02,2023,1
FIAT,SIENA,7,7,2023-01-02,2023,1
GM,CLASSIC,1,1,2023-01-02,2023,1
FORD,KA_SEDAN,0,0,2023-01-02,2023,1
NISSAN,VERSA,0,0,2023-01-02,2023,1
GM,ONIX_PLUS,6164,6164,2023-01-02,2023,1
HONDA,CITY_HATCH,1442,1442,2023-01-02,2023,1
HONDA,CITY,1091,1091,2023-01-02,2023,1
VW,VIRTUS,490,490,2023-01-02,2023,1
NISSAN,VERSA,313,313,2023-01-02,2023,1
FORD,CORCEL_II,1,1,2023-01-02,2023,1
TOYOTA,COROLLA,2238,2238,2023-01-02,2023,1
GM,CRUZE_SEDAN,86,86,2023-01-02,2023,1
CAOA_CHERY,ARRIZO_6,61,61,2023-01-02,2023,1
HYUNDAI,HB20S,1684,1684,2023-01-02,2023,1
CITROEN,C3,1488,1488,2023-01-02,2023,1
GM,CHEVETTE,1,1,2023-01-02,2023,1
VW,POLO,2115,2115,2023-01-02,2023,1
MBENZ,GLE,67,67,2023-01-02,2023,1
BMW,X5,69,69,2023-01-02,2023,1
GM,TRAILBLAZER,71,71,2023-01-02,2023,1
MINI,COOPER_COUNTRYMAN,74,74,2023-01-02,2023,1
BMW,X6,74,74,2023-01-02,2023,1
BYD,YUAN_PLUS,79,79,2023-01-02,2023,1
AUDI,Q3,79,79,2023-01-02,2023,1
PORSCHE,CAYENNE,80,80,2023-01-02,2023,1
MBENZ,CLASSE_GLB,80,80,2023-01-02,2023,1
KIA,SPORTAGE,80,80,2023-01-02,2023,1
PORSCHE,MACAN,85,85,2023-01-02,2023,1
MBENZ,CLASSE_GLA,85,85,2023-01-02,2023,1
KIA,STONIC,88,88,2023-01-02,2023,1
AUDI,Q5,100,100,2023-01-02,2023,1
BMW,X3,119,119,2023-01-02,2023,1
MITSUBISHI,PAJERO,138,138,2023-01-02,2023,1
VOLVO,XC40,156,156,2023-01-02,2023,1
FIAT,MOBI,4208,4208,2023-01-02,2023,1
VW,GOL,3387,3387,2023-01-02,2023,1
RENAULT,KWID,3307,3307,2023-01-02,2023,1
VW,FUSCA,7,7,2023-01-02,2023,1
FIAT,UNO,6,6,2023-01-02,2023,1
VW,UP,3,3,2023-01-02,2023,1
FIAT,PALIO,1,1,2023-01-02,2023,1
AUDI,A3_SEDAN,46,46,2023-01-02,2023,1
TOYOTA,ETIOS_HB,0,0,2023-01-02,2023,1
GM,ONIX,7162,7162,2023-01-02,2023,1
HYUNDAI,HB20,4840,4840,2023-01-02,2023,1
FIAT,ARGO,4282,4282,2023-01-02,2023,1
TOYOTA,YARIS_HB,2072,2072,2023-01-02,2023,1
AUDI,A5,44,44,2023-01-02,2023,1
RENAULT,LOGAN,286,286,2023-01-02,2023,1
BMW,420I,16,16,2023-01-02,2023,1
JAGUAR,F-TYPE,10,10,2023-01-02,2023,1
PORSCHE,CAYMAN,10,10,2023-01-02,2023,1
GM,CORVETTE,6,6,2023-01-02,2023,1
GM,CAMARO,4,4,2023-01-02,2023,1
FERRARI,F8_SPIDER,2,2,2023-01-02,2023,1
GM,TRACKER,5296,5296,2023-01-02,2023,1
HYUNDAI,CRETA,4969,4969,2023-01-02,2023,1
VW,T_CROSS,4454,4454,2023-01-02,2023,1
JEEP,COMPASS,4139,4139,2023-01-02,2023,1
VW,NIVUS,3100,3100,2023-01-02,2023,1
JEEP,RENEGADE,3049,3049,2023-01-02,2023,1
FIAT,PULSE,3015,3015,2023-01-02,2023,1
NISSAN,KICKS,2984,2984,2023-01-02,2023,1
PORSCHE,TAYCAN,20,20,2023-01-02,2023,1
FIAT,FASTBACK,2707,2707,2023-01-02,2023,1
RENAULT,DUSTER,1495,1495,2023-01-02,2023,1
JEEP,COMMANDER,1289,1289,2023-01-02,2023,1
VW,TAOS,1184,1184,2023-01-02,2023,1
PEUGEOT,2008,158,158,2023-01-02,2023,1
TOYOTA,HILUX_SW4,937,937,2023-01-02,2023,1
HONDA,CIVIC,42,42,2023-01-02,2023,1
CAOA_CHERY,TIGGO_8,588,588,2023-01-02,2023,1
VOLVO,XC60,578,578,2023-01-02,2023,1
CAOA_CHERY,TIGGO_7,372,372,2023-01-02,2023,1
GM,EQUINOX,316,316,2023-01-02,2023,1
CAOA_CHERY,TIGGO_5X,293,293,2023-01-02,2023,1
CITROEN,C4_CACTUS,253,253,2023-01-02,2023,1
MITSUBISHI,ECLIPSE_CROSS,215,215,2023-01-02,2023,1
TOYOTA,COROLLA_CROSS,2604,2604,2023-01-02,2023,1
FORD,MUSTANG,26,26,2023-01-02,2023,1
HONDA,HR-V,698,698,2023-01-02,2023,1
PORSCHE,911,79,79,2023-01-02,2023,1
BMW,M3,33,33,2023-01-02,2023,1
MBENZ,CLA45,16,16,2023-01-02,2023,1
VW,JETTA,15,15,2023-01-02,2023,1
BMW,218I,9,9,2023-01-02,2023,1
KIA,CERATO,5,5,2023-01-02,2023,1
NISSAN,SENTRA,5,5,2023-01-02,2023,1
JAC,E-J7,4,4,2023-01-02,2023,1
BMW,M440I,0,0,2023-01-02,2023,1
GM,IMPALA,0,0,2023-01-02,2023,1
MBENZ,CLASSE_A,0,0,2023-01-02,2023,1
BMW,320I,254,254,2023-01-02,2023,1
MBENZ,CLASSE_C,108,108,2023-01-02,2023,1
BMW,330E,77,77,2023-01-02,2023,1
AUDI,A4,28,28,2023-01-02,2023,1
MBENZ,CLA35,8,8,2023-01-02,2023,1
PORSCHE,PANAMERA,20,20,2023-01-02,2023,1
BYD,D1,1,1,2023-01-02,2023,1
MBENZ,CLA250,27,27,2023-01-02,2023,1
CHRYSLER,GCARAVAN,1,1,2023-01-02,2023,1
GM,SPIN,1415,1415,2023-01-02,2023,1
GM,BOLT,4,4,2023-01-02,2023,1
AUDI,RS6_AVANT,1,1,2023-01-02,2023,1
KIA,CARNIVAL,10,10,2023-01-02,2023,1
LEXUS,ES300,3,3,2023-01-02,2023,1
TESLA,MODEL_3,4,4,2023-01-02,2023,1
BYD,HAN,17,17,2023-01-02,2023,1
TOYOTA,CAMRY,4,4,2023-01-02,2023,1
BMW,530E,4,4,2023-01-02,2023,1
VW,SPACE_FOX,1,1,2023-01-02,2023,1
BMW,I4,11,11,2023-01-02,2023,1
FIAT,SIENA,2,9,2023-02-02,2023,2
RENAULT,LOGAN,54,340,2023-02-02,2023,2
VW,VOYAGE,57,2061,2023-02-02,2023,2
FIAT,CRONOS,1653,4134,2023-02-02,2023,2
BMW,118i,0,5,2023-02-02,2023,2
MBENZ,CLASSE_A,4,6,2023-02-02,2023,2
GM,CLASSIC,0,1,2023-02-02,2023,2
BMW,I3,1,10,2023-02-02,2023,2
HYUNDAI,HB20S,1098,2782,2023-02-02,2023,2
GM,ONIX_PLUS,5125,11289,2023-02-02,2023,2
TOYOTA,COROLLA,2847,5085,2023-02-02,2023,2
TOYOTA,YARIS_SEDAN,773,1872,2023-02-02,2023,2
VW,VIRTUS,614,1104,2023-02-02,2023,2
NISSAN,VERSA,370,683,2023-02-02,2023,2
FORD,CORCEL_II,1,2,2023-02-02,2023,2
HONDA,CIVIC,157,199,2023-02-02,2023,2
GM,CRUZE_SEDAN,49,135,2023-02-02,2023,2
CAOA_CHERY,ARRIZO_6,47,108,2023-02-02,2023,2
AUDI,A5,47,91,2023-02-02,2023,2
GM,CRUZE_HB,20,45,2023-02-02,2023,2
HONDA,CITY,1084,2175,2023-02-02,2023,2
AUDI,A3,26,58,2023-02-02,2023,2
FIAT,147,1,1,2023-02-02,2023,2
FIAT,500E,9,17,2023-02-02,2023,2
AUDI,A3_SEDAN,30,76,2023-02-02,2023,2
FIAT,MOBI,4074,8282,2023-02-02,2023,2
RENAULT,KWID,3827,7134,2023-02-02,2023,2
VW,GOL,1172,4559,2023-02-02,2023,2
VW,FUSCA,6,13,2023-02-02,2023,2
FIAT,UNO,4,10,2023-02-02,2023,2
VW,UP,0,3,2023-02-02,2023,2
FIAT,PALIO,1,2,2023-02-02,2023,2
GM,CHEVETTE,0,1,2023-02-02,2023,2
NISSAN,LEAF,6,86,2023-02-02,2023,2
GM,ONIX,6084,13246,2023-02-02,2023,2
HYUNDAI,HB20,2992,7832,2023-02-02,2023,2
VW,POLO,3762,5877,2023-02-02,2023,2
TOYOTA,YARIS_HB,1576,3648,2023-02-02,2023,2
CITROEN,C3,1313,2801,2023-02-02,2023,2
HONDA,CITY_HATCH,1232,2674,2023-02-02,2023,2
PEUGEOT,208,1163,2364,2023-02-02,2023,2
RENAULT,SANDERO,392,880,2023-02-02,2023,2
MINI,COOPER,38,87,2023-02-02,2023,2
JAC,E-JS1,29,52,2023-02-02,2023,2
FIAT,ARGO,4536,8817,2023-02-02,2023,2
VW,JETTA,53,68,2023-02-02,2023,2
PORSCHE,CAYENNE,109,189,2023-02-02,2023,2
BMW,420I,10,26,2023-02-02,2023,2
GM,EQUINOX,269,585,2023-02-02,2023,2
CAOA_CHERY,TIGGO_5X,293,586,2023-02-02,2023,2
CAOA_CHERY,TIGGO_7,375,747,2023-02-02,2023,2
VOLVO,XC60,198,775,2023-02-02,2023,2
CAOA_CHERY,TIGGO_8,577,1165,2023-02-02,2023,2
TOYOTA,HILUX_SW4,915,1852,2023-02-02,2023,2
VW,TAOS,995,2179,2023-02-02,2023,2
CITROEN,C4_CACTUS,289,542,2023-02-02,2023,2
HONDA,HR-V,1709,2407,2023-02-02,2023,2
RENAULT,DUSTER,2152,3647,2023-02-02,2023,2
FIAT,FASTBACK,2393,5100,2023-02-02,2023,2
FIAT,PULSE,2761,5776,2023-02-02,2023,2
VW,NIVUS,2774,5874,2023-02-02,2023,2
TOYOTA,COROLLA_CROSS,3335,5939,2023-02-02,2023,2
JEEP,RENEGADE,3019,6068,2023-02-02,2023,2
NISSAN,KICKS,3495,6479,2023-02-02,2023,2
JEEP,COMMANDER,1577,2866,2023-02-02,2023,2
JEEP,COMPASS,4430,8569,2023-02-02,2023,2
MITSUBISHI,ECLIPSE_CROSS,234,449,2023-02-02,2023,2
MITSUBISHI,PAJERO,124,262,2023-02-02,2023,2
BYD,SONG_PLUS,145,178,2023-02-02,2023,2
PORSCHE,MACAN,92,177,2023-02-02,2023,2
BMW,X3,53,172,2023-02-02,2023,2
SUZUKI,JIMNY_SIERRA,99,165,2023-02-02,2023,2
KIA,STONIC,68,156,2023-02-02,2023,2
MBENZ,CLASSE_GLB,74,154,2023-02-02,2023,2
GM,TRAILBLAZER,80,151,2023-02-02,2023,2
VOLVO,XC40,180,336,2023-02-02,2023,2
MBENZ,CLASSE_GLA,65,150,2023-02-02,2023,2
BMW,X6,72,146,2023-02-02,2023,2
VOLVO,XC90,86,143,2023-02-02,2023,2
BYD,YUAN_PLUS,64,143,2023-02-02,2023,2
MBENZ,CLA45,13,29,2023-02-02,2023,2
AUDI,Q5,124,224,2023-02-02,2023,2
AUDI,Q3,119,198,2023-02-02,2023,2
PEUGEOT,2008,91,249,2023-02-02,2023,2
KIA,SPORTAGE,69,149,2023-02-02,2023,2
VW,T_CROSS,4294,8748,2023-02-02,2023,2
MBENZ,CLA35,5,13,2023-02-02,2023,2
HYUNDAI,CRETA,4606,9575,2023-02-02,2023,2
TOYOTA,CAMRY,2,6,2023-02-02,2023,2
LEXUS,ES300,3,6,2023-02-02,2023,2
BMW,I4,8,19,2023-02-02,2023,2
BMW,218I,13,22,2023-02-02,2023,2
JAC,E-J7,10,14,2023-02-02,2023,2
KIA,CERATO,2,7,2023-02-02,2023,2
NISSAN,SENTRA,1,6,2023-02-02,2023,2
BMW,530E,1,5,2023-02-02,2023,2
HYUNDAI,IONIQ,1,1,2023-02-02,2023,2
BMW,320I,330,584,2023-02-02,2023,2
MBENZ,CLASSE_C,81,189,2023-02-02,2023,2
BMW,330E,71,148,2023-02-02,2023,2
MBENZ,CLA250,40,67,2023-02-02,2023,2
PORSCHE,PANAMERA,12,32,2023-02-02,2023,2
GM,TRACKER,3769,9065,2023-02-02,2023,2
BYD,HAN,6,23,2023-02-02,2023,2
VW,SANTANA,1,1,2023-02-02,2023,2
MBENZ,CLASSE_E,3,5,2023-02-02,2023,2
AUDI,A4,29,57,2023-02-02,2023,2
VW,SPACE_FOX,0,1,2023-02-02,2023,2
VW,PARATI,1,1,2023-02-02,2023,2
DODGE,CHALLENGER,4,5,2023-02-02,2023,2
GM,CAMARO,2,6,2023-02-02,2023,2
PORSCHE,CAYMAN,3,13,2023-02-02,2023,2
JAGUAR,F-TYPE,7,17,2023-02-02,2023,2
PORSCHE,TAYCAN,26,46,2023-02-02,2023,2
FORD,MUSTANG,36,62,2023-02-02,2023,2
BMW,M3,31,64,2023-02-02,2023,2
GM,CORVETTE,4,10,2023-02-02,2023,2
TOYOTA,SIENNA,3,3,2023-02-02,2023,2
BYD,D1,8,9,2023-02-02,2023,2
KIA,CARNIVAL,5,15,2023-02-02,2023,2
GM,SPIN,1309,2724,2023-02-02,2023,2
FIAT,DOBLO,1,1,2023-02-02,2023,2
GM,BOLT,4,8,2023-02-02,2023,2
PORSCHE,911,69,148,2023-02-02,2023,2
AUDI,RS6_AVANT,2,3,2023-02-02,2023,2
BMW,M3,47,111,2023-03-02,2023,3
FORD,MUSTANG,39,101,2023-03-02,2023,3
PORSCHE,TAYCAN,24,70,2023-03-02,2023,3
JAGUAR,F-TYPE,7,24,2023-03-02,2023,3
PORSCHE,BOXSTER,21,23,2023-03-02,2023,3
DODGE,CHALLENGER,4,9,2023-03-02,2023,3
GM,CORVETTE,3,13,2023-03-02,2023,3
JEEP,COMPASS,6988,15556,2023-03-02,2023,3
HYUNDAI,CRETA,5851,15424,2023-03-02,2023,3
GM,TRACKER,5431,14496,2023-03-02,2023,3
VW,T_CROSS,5420,14168,2023-03-02,2023,3
PORSCHE,CAYMAN,8,21,2023-03-02,2023,3
PORSCHE,911,92,240,2023-03-02,2023,3
GM,CARAVAN,1,1,2023-03-02,2023,3
BYD,D1,3,12,2023-03-02,2023,3
NISSAN,KICKS,4844,11322,2023-03-02,2023,3
BMW,I4,4,23,2023-03-02,2023,3
LEXUS,ES300,12,18,2023-03-02,2023,3
TOYOTA,CAMRY,9,16,2023-03-02,2023,3
AUDI,E_TRON_GT,7,10,2023-03-02,2023,3
BMW,530E,2,7,2023-03-02,2023,3
TOYOTA,SIENNA,0,3,2023-03-02,2023,3
VW,PARATI,1,2,2023-03-02,2023,3
AUDI,RS6_AVANT,0,3,2023-03-02,2023,3
VW,QUANTUM,1,1,2023-03-02,2023,3
GM,BOLT,14,22,2023-03-02,2023,3
FIAT,DOBLO,1,2,2023-03-02,2023,3
GM,SPIN,1781,4505,2023-03-02,2023,3
