marca,modelo,emplacados,acumulado_anual,data,year,month
BYD,YUAN_PLUS,215,995,2023-10-02,2023,10
KIA,SPORTAGE,114,864,2023-10-02,2023,10
LAND_ROVER,DEFENDER,75,889,2023-10-02,2023,10
BMW,X4,93,902,2023-10-02,2023,10
VOLVO,XC90,72,939,2023-10-02,2023,10
VOLVO,XC40,133,1279,2023-10-02,2023,10
AUDI,Q3,140,1281,2023-10-02,2023,10
PORSCHE,CAYENNE,48,1395,2023-10-02,2023,10
GM,TRAILBLAZER,217,1433,2023-10-02,2023,10
PEUGEOT,2008,131,1505,2023-10-02,2023,10
AUDI,Q5,246,1665,2023-10-02,2023,10
MITSUBISHI,PAJERO,185,1667,2023-10-02,2023,10
MITSUBISHI,ECLIPSE_CROSS,464,2795,2023-10-02,2023,10
BMW,X1,418,3161,2023-10-02,2023,10
CITROEN,C4_CACTUS,332,3182,2023-10-02,2023,10
GM,EQUINOX,425,3357,2023-10-02,2023,10
JEEP,RENEGADE,3249,39922,2023-10-02,2023,10
FIAT,PULSE,4157,36552,2023-10-02,2023,10
TOYOTA,COROLLA_CROSS,3682,35037,2023-10-02,2023,10
FIAT,FASTBACK,3640,32745,2023-10-02,2023,10
RENAULT,DUSTER,2891,20036,2023-10-02,2023,10
JEEP,COMMANDER,1577,16954,2023-10-02,2023,10
NISSAN,KICKS,6115,41770,2023-10-02,2023,10
TOYOTA,HILUX_SW4,1548,12541,2023-10-02,2023,10
CAOA_CHERY,TIGGO_5X,2483,9742,2023-10-02,2023,10
CAOA_CHERY,TIGGO_8,678,7333,2023-10-02,2023,10
GWM,HAVAL_H6,1450,7324,2023-10-02,2023,10
CAOA_CHERY,TIGGO_7,510,5073,2023-10-02,2023,10
BYD,SONG_PLUS,1100,4266,2023-10-02,2023,10
VOLVO,XC60,323,3609,2023-10-02,2023,10
VW,TAOS,1865,12363,2023-10-02,2023,10
AUDI,A4,14,271,2023-10-02,2023,10
GM,TRACKER,6669,53979,2023-10-02,2023,10
BMW,330E,45,533,2023-10-02,2023,10
VW,VOYAGE,2,2074,2023-10-02,2023,10
RENAULT,LOGAN,177,3794,2023-10-02,2023,10
HYUNDAI,HB20S,3442,23901,2023-10-02,2023,10
FIAT,CRONOS,4929,38852,2023-10-02,2023,10
HONDA,CIVIC_TYPE-R,9,45,2023-10-02,2023,10
TOYOTA,COROLLA_GR,14,54,2023-10-02,2023,10
MBENZ,CLASSE_A,5,54,2023-10-02,2023,10
NISSAN,LEAF,2,219,2023-10-02,2023,10
AUDI,A3,45,324,2023-10-02,2023,10
GM,CRUZE_HB,38,340,2023-10-02,2023,10
JAC,E-JS1,24,372,2023-10-02,2023,10
MINI,COOPER,94,632,2023-10-02,2023,10
RENAULT,SANDERO,443,6578,2023-10-02,2023,10
HONDA,CITY_HATCH,684,9327,2023-10-02,2023,10
TOYOTA,YARIS_HB,1862,19173,2023-10-02,2023,10
CITROEN,C3,2714,21252,2023-10-02,2023,10
PEUGEOT,208,2832,23084,2023-10-02,2023,10
FIAT,MOBI,8037,59666,2023-10-02,2023,10
RENAULT,KWID,6394,49241,2023-10-02,2023,10
PORSCHE,PANAMERA,63,375,2023-10-02,2023,10
VW,GOL,22,6153,2023-10-02,2023,10
VW,FUSCA,10,76,2023-10-02,2023,10
FIAT,UNO,2,31,2023-10-02,2023,10
FIAT,SIENA,3,21,2023-10-02,2023,10
FIAT,PALIO,1,8,2023-10-02,2023,10
GM,CHEVETTE,2,5,2023-10-02,2023,10
FIAT,147,0,2,2023-10-02,2023,10
VW,POLO,11123,83050,2023-10-02,2023,10
GM,ONIX,10657,81403,2023-10-02,2023,10
HYUNDAI,HB20,7421,69221,2023-10-02,2023,10
FIAT,ARGO,5257,56166,2023-10-02,2023,10
VW,UP,0,6,2023-10-02,2023,10
TOYOTA,ETIOS_SEDAN,0,4,2023-10-02,2023,10
BYD,DOLPHIN,1366,2868,2023-10-02,2023,10
GM,PRISMA,0,3,2023-10-02,2023,10
BYD,SEAL,11,102,2023-10-02,2023,10
BMW,420I,15,90,2023-10-02,2023,10
MBENZ,CLA45,3,81,2023-10-02,2023,10
BMW,218I,3,65,2023-10-02,2023,10
MBENZ,CLA35,0,46,2023-10-02,2023,10
KIA,CERATO,0,16,2023-10-02,2023,10
HYUNDAI,IONIQ,27,228,2023-10-02,2023,10
TESLA,MODEL_3,1,16,2023-10-02,2023,10
GM,IMPALA,1,2,2023-10-02,2023,10
VW,SANTANA,1,2,2023-10-02,2023,10
RENAULT,FLUENCE,0,1,2023-10-02,2023,10
FORD,KA_SEDAN,0,3,2023-10-02,2023,10
BMW,320I,310,3728,2023-10-02,2023,10
MBENZ,CLASSE_C,63,653,2023-10-02,2023,10
MBENZ,CLASSE_A,1,6,2023-10-02,2023,10
HONDA,CIVIC,33,443,2023-10-02,2023,10
JAC,E-J7,2,78,2023-10-02,2023,10
AUDI,A3_SEDAN,70,565,2023-10-02,2023,10
CAOA_CHERY,CELER_SEDAN,0,2,2023-10-02,2023,10
AUDI,A5,58,460,2023-10-02,2023,10
GM,ONIX_PLUS,7114,63093,2023-10-02,2023,10
VW,VIRTUS,2910,21034,2023-10-02,2023,10
TOYOTA,YARIS_SEDAN,2426,16136,2023-10-02,2023,10
HONDA,CITY,751,10024,2023-10-02,2023,10
NISSAN,VERSA,767,7062,2023-10-02,2023,10
DODGE,CHARGER,0,1,2023-10-02,2023,10
TOYOTA,COROLLA,3996,35305,2023-10-02,2023,10
FORD,CORCEL,0,10,2023-10-02,2023,10
GM,CRUZE_SEDAN,121,997,2023-10-02,2023,10
CAOA_CHERY,ARRIZO_6,100,896,2023-10-02,2023,10
NISSAN,SENTRA,490,3436,2023-10-02,2023,10
VW,JETTA,313,1672,2023-10-02,2023,10
AUDI,A3_SEDAN,33,598,2023-11-02,2023,11
CAOA_CHERY,ARRIZO_6,54,950,2023-11-02,2023,11
GM,CRUZE_SEDAN,106,1103,2023-11-02,2023,11
VW,JETTA,280,1952,2023-11-02,2023,11
NISSAN,SENTRA,326,3762,2023-11-02,2023,11
TOYOTA,COROLLA,3571,38876,2023-11-02,2023,11
FORD,CORCEL,0,10,2023-11-02,2023,11
NISSAN,VERSA,772,7834,2023-11-02,2023,11
TOYOTA,YARIS_SEDAN,1734,17870,2023-11-02,2023,11
VW,VIRTUS,2431,23465,2023-11-02,2023,11
GM,ONIX_PLUS,5423,68516,2023-11-02,2023,11
CAOA_CHERY,CELER_SEDAN,0,2,2023-11-02,2023,11
DODGE,CHARGER,0,1,2023-11-02,2023,11
HONDA,CITY,887,10911,2023-11-02,2023,11
AUDI,A5,57,517,2023-11-02,2023,11
BMW,430I,1,1,2023-11-02,2023,11
HYUNDAI,IONIQ,31,259,2023-11-02,2023,11
BYD,SEAL,81,183,2023-11-02,2023,11
BMW,420I,19,109,2023-11-02,2023,11
JAC,E-J7,4,82,2023-11-02,2023,11
MBENZ,CLA45,0,81,2023-11-02,2023,11
BMW,218I,1,66,2023-11-02,2023,11
MBENZ,CLA35,13,59,2023-11-02,2023,11
KIA,CERATO,0,16,2023-11-02,2023,11
TESLA,MODEL_3,0,16,2023-11-02,2023,11
MBENZ,CLASSE_A,0,6,2023-11-02,2023,11
GM,IMPALA,0,2,2023-11-02,2023,11
VW,SANTANA,0,2,2023-11-02,2023,11
FORD,KA_SEDAN,0,3,2023-11-02,2023,11
BMW,320I,256,3984,2023-11-02,2023,11
HONDA,CIVIC,13,456,2023-11-02,2023,11
TOYOTA,ETIOS_SEDAN,0,4,2023-11-02,2023,11
FIAT,MOBI,6367,66033,2023-11-02,2023,11
FIAT,SIENA,2,23,2023-11-02,2023,11
MBENZ,CLASSE_C,12,665,2023-11-02,2023,11
RENAULT,KWID,5972,55213,2023-11-02,2023,11
VW,GOL,14,6167,2023-11-02,2023,11
VW,FUSCA,9,85,2023-11-02,2023,11
FIAT,UNO,4,35,2023-11-02,2023,11
VW,UP,0,6,2023-11-02,2023,11
GM,CHEVETTE,0,5,2023-11-02,2023,11
FIAT,147,0,2,2023-11-02,2023,11
VW,POLO,10197,93246,2023-11-02,2023,11
GM,ONIX,9802,91204,2023-11-02,2023,11
HYUNDAI,HB20,10057,79278,2023-11-02,2023,11
FIAT,ARGO,5335,61500,2023-11-02,2023,11
PEUGEOT,208,2910,25994,2023-11-02,2023,11
CITROEN,C3,3307,24559,2023-11-02,2023,11
GM,PRISMA,1,4,2023-11-02,2023,11
TOYOTA,YARIS_HB,1405,20577,2023-11-02,2023,11
RENAULT,SANDERO,524,7102,2023-11-02,2023,11
BYD,DOLPHIN,1694,4561,2023-11-02,2023,11
MINI,COOPER,90,722,2023-11-02,2023,11
JAC,E-JS1,43,415,2023-11-02,2023,11
GM,CRUZE_HB,40,380,2023-11-02,2023,11
AUDI,A3,38,362,2023-11-02,2023,11
NISSAN,LEAF,0,219,2023-11-02,2023,11
TOYOTA,COROLLA_GR,7,61,2023-11-02,2023,11
MBENZ,CLASSE_A,3,57,2023-11-02,2023,11
HONDA,CIVIC_TYPE-R,2,47,2023-11-02,2023,11
FIAT,CRONOS,5572,44423,2023-11-02,2023,11
HYUNDAI,HB20S,3345,27246,2023-11-02,2023,11
RENAULT,LOGAN,350,4144,2023-11-02,2023,11
VW,VOYAGE,0,2074,2023-11-02,2023,11
HONDA,CITY_HATCH,662,9989,2023-11-02,2023,11
BMW,330E,20,553,2023-11-02,2023,11
FIAT,PALIO,2,10,2023-11-02,2023,11
AUDI,A4,25,296,2023-11-02,2023,11
VOLVO,XC60,228,3837,2023-11-02,2023,11
CAOA_CHERY,TIGGO_7,600,5673,2023-11-02,2023,11
BYD,SONG_PLUS,1523,5787,2023-11-02,2023,11
CAOA_CHERY,TIGGO_8,1057,8390,2023-11-02,2023,11
GWM,HAVAL_H6,1295,8619,2023-11-02,2023,11
CAOA_CHERY,TIGGO_5X,2433,12175,2023-11-02,2023,11
GM,EQUINOX,350,3707,2023-11-02,2023,11
TOYOTA,HILUX_SW4,1544,14084,2023-11-02,2023,11
JEEP,COMMANDER,1736,18690,2023-11-02,2023,11
RENAULT,DUSTER,3295,23331,2023-11-02,2023,11
FIAT,FASTBACK,3709,36455,2023-11-02,2023,11
TOYOTA,COROLLA_CROSS,2648,37681,2023-11-02,2023,11
FIAT,PULSE,4719,41271,2023-11-02,2023,11
HONDA,HR-V,3924,43853,2023-11-02,2023,11
VW,TAOS,1863,14225,2023-11-02,2023,11
JEEP,RENEGADE,4236,44157,2023-11-02,2023,11
BMW,X1,382,3543,2023-11-02,2023,11
MITSUBISHI,ECLIPSE_CROSS,539,3334,2023-11-02,2023,11
FORD,BRONCO,170,1017,2023-11-02,2023,11
BMW,X5,177,1040,2023-11-02,2023,11
BMW,X4,148,1050,2023-11-02,2023,11
VOLVO,XC90,130,1069,2023-11-02,2023,11
FORD,TERRITORY,43,1125,2023-11-02,2023,11
PORSCHE,MACAN,98,1205,2023-11-02,2023,11
CITROEN,C4_CACTUS,232,3414,2023-11-02,2023,11
PORSCHE,CAYENNE,35,1430,2023-11-02,2023,11
VOLVO,XC40,207,1486,2023-11-02,2023,11
AUDI,Q3,204,1486,2023-11-02,2023,11
GM,TRAILBLAZER,137,1570,2023-11-02,2023,11
PEUGEOT,2008,109,1614,2023-11-02,2023,11
MITSUBISHI,PAJERO,163,1830,2023-11-02,2023,11
AUDI,Q5,193,1858,2023-11-02,2023,11
LAND_ROVER,DISCOVERY,120,1471,2023-11-02,2023,11
NISSAN,KICKS,4189,45958,2023-11-02,2023,11
VW,NIVUS,4421,46457,2023-11-02,2023,11
JEEP,COMPASS,5751,55171,2023-11-02,2023,11
FIAT,DOBLO,0,3,2023-11-02,2023,11
GM,BOLT,0,44,2023-11-02,2023,11
GM,CARAVAN,0,1,2023-11-02,2023,11
VW,QUANTUM,2,3,2023-11-02,2023,11
AUDI,RS6_AVANT,4,36,2023-11-02,2023,11
VW,SPACE_FOX,0,1,2023-11-02,2023,11
HONDA,FIT,0,3,2023-11-02,2023,11
VW,PARATI,0,2,2023-11-02,2023,11
HONDA,ACCORD,10,52,2023-11-02,2023,11
BYD,HAN,2,72,2023-11-02,2023,11
LEXUS,ES300,6,72,2023-11-02,2023,11
BMW,530E,9,87,2023-11-02,2023,11
BMW,I4,15,146,2023-11-02,2023,11
MBENZ,CLA250,1,222,2023-11-02,2023,11
AUDI,E_TRON_GT,0,42,2023-11-02,2023,11
NISSAN,LIVINA,0,1,2023-11-02,2023,11
RENAULT,KANGOO,0,1,2023-11-02,2023,11
GM,SPIN,1630,18500,2023-11-02,2023,11
HYUNDAI,CRETA,6989,57240,2023-11-02,2023,11
GM,TRACKER,5899,59877,2023-11-02,2023,11
VW,T_CROSS,6525,64650,2023-11-02,2023,11
BMW,M2,27,46,2023-11-02,2023,11
GM,CORVETTE,5,64,2023-11-02,2023,11
JAGUAR,F-TYPE,10,93,2023-11-02,2023,11
PORSCHE,CAYMAN,20,204,2023-11-02,2023,11
BMW,M3,17,259,2023-11-02,2023,11
PORSCHE,BOXSTER,26,269,2023-11-02,2023,11
PORSCHE,TAYCAN,32,279,2023-11-02,2023,11
FORD,MUSTANG,24,344,2023-11-02,2023,11
PORSCHE,911,108,939,2023-11-02,2023,11
CHRYSLER,PACIFICA,1,16,2023-11-02,2023,11
KIA,CARNIVAL,1,24,2023-11-02,2023,11
BYD,D1,0,318,2023-11-02,2023,11
PORSCHE,PANAMERA,78,453,2023-11-02,2023,11
BYD,YUAN_PLUS,286,1281,2023-11-02,2023,11
BMW,X4,137,1187,2023-12-02,2023,12
FIAT,MOBI,7395,73428,2023-12-02,2023,12
JEEP,COMPASS,3937,59106,2023-12-02,2023,12
HYUNDAI,CRETA,8579,65817,2023-12-02,2023,12
GM,TRACKER,6769,66643,2023-12-02,2023,12
VW,T_CROSS,7792,72440,2023-12-02,2023,12
GM,CORVETTE,4,59,2023-12-02,2023,12
BMW,M2,17,63,2023-12-02,2023,12
JAGUAR,F-TYPE,5,98,2023-12-02,2023,12
PORSCHE,CAYMAN,17,221,2023-12-02,2023,12
BMW,M3,9,268,2023-12-02,2023,12
PORSCHE,TAYCAN,43,322,2023-12-02,2023,12
PORSCHE,BOXSTER,57,326,2023-12-02,2023,12
FORD,MUSTANG,20,343,2023-12-02,2023,12
PORSCHE,911,126,1053,2023-12-02,2023,12
CHRYSLER,PACIFICA,1,18,2023-12-02,2023,12
KIA,CARNIVAL,0,25,2023-12-02,2023,12
BYD,D1,5,323,2023-12-02,2023,12
GM,SPIN,1814,20314,2023-12-02,2023,12
RENAULT,KANGOO,0,1,2023-12-02,2023,12
NISSAN,LIVINA,0,1,2023-12-02,2023,12
FIAT,DOBLO,0,3,2023-12-02,2023,12
HONDA,FIT,3,6,2023-12-02,2023,12
GM,BOLT,2,46,2023-12-02,2023,12
AUDI,RS6_AVANT,6,42,2023-12-02,2023,12
MBENZ,CLA200,45,76,2023-12-02,2023,12
BYD,HAN,6,78,2023-12-02,2023,12
LEXUS,ES300,11,83,2023-12-02,2023,12
BMW,530E,9,96,2023-12-02,2023,12
HONDA,ACCORD,52,104,2023-12-02,2023,12
BMW,I4,9,155,2023-12-02,2023,12
VW,NIVUS,5646,52103,2023-12-02,2023,12
MBENZ,CLA250,0,222,2023-12-02,2023,12
NISSAN,KICKS,4820,50778,2023-12-02,2023,12
JEEP,RENEGADE,3234,47389,2023-12-02,2023,12
VOLVO,XC90,134,1203,2023-12-02,2023,12
BMW,X5,227,1267,2023-12-02,2023,12
PORSCHE,MACAN,103,1308,2023-12-02,2023,12
FORD,TERRITORY,198,1323,2023-12-02,2023,12
GM,TRAILBLAZER,89,1659,2023-12-02,2023,12
LAND_ROVER,DISCOVERY,243,1714,2023-12-02,2023,12
AUDI,Q3,241,1727,2023-12-02,2023,12
PEUGEOT,2008,114,1728,2023-12-02,2023,12
BYD,YUAN_PLUS,475,1756,2023-12-02,2023,12
VOLVO,XC40,316,1802,2023-12-02,2023,12
MITSUBISHI,PAJERO,240,2070,2023-12-02,2023,12
AUDI,Q5,317,2175,2023-12-02,2023,12
CITROEN,C4_CACTUS,260,3674,2023-12-02,2023,12
BMW,X1,440,3983,2023-12-02,2023,12
MITSUBISHI,ECLIPSE_CROSS,655,3989,2023-12-02,2023,12
GM,EQUINOX,360,4067,2023-12-02,2023,12
VOLVO,XC60,499,4335,2023-12-02,2023,12
CAOA_CHERY,TIGGO_7,676,6349,2023-12-02,2023,12
BYD,SONG_PLUS,1883,7669,2023-12-02,2023,12
CAOA_CHERY,TIGGO_8,1155,9545,2023-12-02,2023,12
GWM,HAVAL_H6,2085,10704,2023-12-02,2023,12
CAOA_CHERY,TIGGO_5X,2225,14400,2023-12-02,2023,12
VW,TAOS,1761,15986,2023-12-02,2023,12
TOYOTA,HILUX_SW4,1922,16006,2023-12-02,2023,12
JEEP,COMMANDER,1185,19874,2023-12-02,2023,12
RENAULT,DUSTER,3175,26506,2023-12-02,2023,12
FIAT,FASTBACK,3949,40402,2023-12-02,2023,12
TOYOTA,COROLLA_CROSS,4389,42070,2023-12-02,2023,12
FIAT,PULSE,4537,45808,2023-12-02,2023,12
HONDA,HR-V,4201,48054,2023-12-02,2023,12
AUDI,A4,53,348,2023-12-02,2023,12
PORSCHE,CAYENNE,35,1465,2023-12-02,2023,12
BMW,330E,15,568,2023-12-02,2023,12
FIAT,SIENA,1,22,2023-12-02,2023,12
VW,VOYAGE,1,2074,2023-12-02,2023,12
RENAULT,LOGAN,415,4559,2023-12-02,2023,12
HYUNDAI,HB20S,3035,30281,2023-12-02,2023,12
FIAT,CRONOS,6332,50755,2023-12-02,2023,12
HONDA,CIVIC_TYPE-R,4,51,2023-12-02,2023,12
TOYOTA,COROLLA_GR,0,61,2023-12-02,2023,12
MBENZ,CLASSE_A,6,63,2023-12-02,2023,12
NISSAN,LEAF,151,370,2023-12-02,2023,12
AUDI,A3,36,397,2023-12-02,2023,12
GM,CRUZE_HB,52,432,2023-12-02,2023,12
GWM,ORA_03,711,775,2023-12-02,2023,12
MINI,COOPER,66,788,2023-12-02,2023,12
BYD,DOLPHIN,2248,6806,2023-12-02,2023,12
GM,PRISMA,3,6,2023-12-02,2023,12
RENAULT,SANDERO,758,7860,2023-12-02,2023,12
TOYOTA,YARIS_HB,2762,23339,2023-12-02,2023,12
CITROEN,C3,2020,26578,2023-12-02,2023,12
PEUGEOT,208,2636,28629,2023-12-02,2023,12
FIAT,ARGO,5218,66717,2023-12-02,2023,12
HYUNDAI,HB20,9627,88905,2023-12-02,2023,12
GM,ONIX,10839,102043,2023-12-02,2023,12
VW,POLO,17999,111242,2023-12-02,2023,12
TOYOTA,ETIOS_HB,0,1,2023-12-02,2023,12
VW,UP,0,6,2023-12-02,2023,12
FIAT,PALIO,0,7,2023-12-02,2023,12
FIAT,UNO,5,37,2023-12-02,2023,12
VW,GOL,8,6165,2023-12-02,2023,12
RENAULT,KWID,8104,63316,2023-12-02,2023,12
PORSCHE,PANAMERA,56,509,2023-12-02,2023,12
HONDA,CITY_HATCH,813,10802,2023-12-02,2023,12
TOYOTA,ETIOS_SEDAN,0,4,2023-12-02,2023,12
FORD,BRONCO,141,1156,2023-12-02,2023,12
CAOA_CHERY,CELER_SEDAN,0,2,2023-12-02,2023,12
FORD,KA_SEDAN,0,3,2023-12-02,2023,12
BMW,320I,434,4418,2023-12-02,2023,12
LEXUS,IS_350,0,1,2023-12-02,2023,12
BMW,430I,0,2,2023-12-02,2023,12
MBENZ,CLASSE_A,0,6,2023-12-02,2023,12
TESLA,MODEL_3,0,16,2023-12-02,2023,12
KIA,CERATO,1,17,2023-12-02,2023,12
MBENZ,CLA35,9,68,2023-12-02,2023,12
BMW,218I,3,69,2023-12-02,2023,12
JAC,E-J7,1,83,2023-12-02,2023,12
MBENZ,CLA45,4,85,2023-12-02,2023,12
BMW,420I,22,131,2023-12-02,2023,12
HYUNDAI,IONIQ,1,260,2023-12-02,2023,12
HONDA,CIVIC,19,475,2023-12-02,2023,12
MBENZ,CLASSE_C,0,1,2023-12-02,2023,12
AUDI,A3_SEDAN,75,673,2023-12-02,2023,12
FORD,FIESTA_SEDAN,0,1,2023-12-02,2023,12
AUDI,A5,40,559,2023-12-02,2023,12
GM,ONIX_PLUS,6375,74887,2023-12-02,2023,12
VW,VIRTUS,3629,27094,2023-12-02,2023,12
TOYOTA,YARIS_SEDAN,2702,20571,2023-12-02,2023,12
HONDA,CITY,931,11841,2023-12-02,2023,12
NISSAN,VERSA,1024,8858,2023-12-02,2023,12
MBENZ,CLASSE_C,200,865,2023-12-02,2023,12
TOYOTA,COROLLA,4050,42923,2023-12-02,2023,12
CAOA_CHERY,ARRIZO_5,0,3,2023-12-02,2023,12
NISSAN,SENTRA,384,4146,2023-12-02,2023,12
VW,JETTA,278,2230,2023-12-02,2023,12
GM,CRUZE_SEDAN,175,1278,2023-12-02,2023,12
CAOA_CHERY,ARRIZO_6,19,969,2023-12-02,2023,12
BYD,SEAL,857,1040,2023-12-02,2023,12
PORSCHE,CAYMAN,14,14,2024-01-02,2024,1
GM,CORVETTE,9,9,2024-01-02,2024,1
BMW,M3,8,8,2024-01-02,2024,1
FERRARI,296_GTB,6,6,2024-01-02,2024,1
NISSAN,KICKS,4074,4074,2024-01-02,2024,1
GM,TRACKER,4280,4280,2024-01-02,2024,1
JEEP,COMPASS,3592,3592,2024-01-02,2024,1
VW,NIVUS,3538,3538,2024-01-02,2024,1
VW,T_CROSS,3358,3358,2024-01-02,2024,1
FIAT,FASTBACK,3292,3292,2024-01-02,2024,1
TOYOTA,COROLLA_CROSS,3084,3084,2024-01-02,2024,1
HYUNDAI,CRETA,4898,4898,2024-01-02,2024,1
FORD,MUSTANG,15,15,2024-01-02,2024,1
GM,CAMARO,22,22,2024-01-02,2024,1
PORSCHE,BOXSTER,42,42,2024-01-02,2024,1
PORSCHE,911,80,80,2024-01-02,2024,1
VW,IDBUZZ,1,1,2024-01-02,2024,1
CHRYSLER,PACIFICA,1,1,2024-01-02,2024,1
GM,SPIN,1101,1101,2024-01-02,2024,1
HONDA,FIT,0,0,2024-01-02,2024,1
GM,BOLT,0,0,2024-01-02,2024,1
FIAT,DOBLO,1,1,2024-01-02,2024,1
VW,QUANTUM,1,1,2024-01-02,2024,1
AUDI,RS6_AVANT,6,6,2024-01-02,2024,1
JEEP,RENEGADE,3019,3019,2024-01-02,2024,1
BMW,530E,2,2,2024-01-02,2024,1
PORSCHE,TAYCAN,22,22,2024-01-02,2024,1
TOYOTA,SIENNA,4,4,2024-01-02,2024,1
VOLVO,XC60,285,285,2024-01-02,2024,1
HONDA,HR-V,2831,2831,2024-01-02,2024,1
VOLVO,XC90,108,108,2024-01-02,2024,1
TOYOTA,RAV4,119,119,2024-01-02,2024,1
KIA,SPORTAGE,122,122,2024-01-02,2024,1
AUDI,Q5,122,122,2024-01-02,2024,1
LAND_ROVER,DISCOVERY,134,134,2024-01-02,2024,1
MITSUBISHI,PAJERO,143,143,2024-01-02,2024,1
AUDI,Q3,143,143,2024-01-02,2024,1
FORD,BRONCO,157,157,2024-01-02,2024,1
GM,EQUINOX,189,189,2024-01-02,2024,1
VOLVO,XC40,192,192,2024-01-02,2024,1
CITROEN,C4_CACTUS,193,193,2024-01-02,2024,1
BMW,X1,233,233,2024-01-02,2024,1
PEUGEOT,E2008,269,269,2024-01-02,2024,1
FIAT,PULSE,2833,2833,2024-01-02,2024,1
BYD,YUAN_PLUS,274,274,2024-01-02,2024,1
TOYOTA,CAMRY,6,6,2024-01-02,2024,1
HONDA,ZR-V,396,396,2024-01-02,2024,1
MITSUBISHI,ECLIPSE_CROSS,503,503,2024-01-02,2024,1
FORD,TERRITORY,510,510,2024-01-02,2024,1
CAOA_CHERY,TIGGO_7,587,587,2024-01-02,2024,1
CAOA_CHERY,TIGGO_8,874,874,2024-01-02,2024,1
VW,TAOS,1094,1094,2024-01-02,2024,1
JEEP,COMMANDER,1116,1116,2024-01-02,2024,1
TOYOTA,HILUX_SW4,1393,1393,2024-01-02,2024,1
BYD,SONG_PLUS,1520,1520,2024-01-02,2024,1
GWM,HAVAL_H6,1619,1619,2024-01-02,2024,1
RENAULT,DUSTER,1782,1782,2024-01-02,2024,1
CAOA_CHERY,TIGGO_5X,1979,1979,2024-01-02,2024,1
VW,TIGUAN,285,285,2024-01-02,2024,1
BMW,I4,6,6,2024-01-02,2024,1
HYUNDAI,IONIQ,3,3,2024-01-02,2024,1
LEXUS,ES300,15,15,2024-01-02,2024,1
GM,PRISMA,1,1,2024-01-02,2024,1
RENAULT,LOGAN,72,72,2024-01-02,2024,1
HYUNDAI,HB20S,1702,1702,2024-01-02,2024,1
FIAT,CRONOS,2926,2926,2024-01-02,2024,1
VW,GOLF,3,3,2024-01-02,2024,1
MBENZ,CLASSE_A,3,3,2024-01-02,2024,1
TOYOTA,COROLLA_GR,7,7,2024-01-02,2024,1
HONDA,CIVIC_TYPE-R,13,13,2024-01-02,2024,1
AUDI,A3,23,23,2024-01-02,2024,1
GM,CRUZE_HB,35,35,2024-01-02,2024,1
JAC,E-JS1,111,111,2024-01-02,2024,1
RENAULT,SANDERO,439,439,2024-01-02,2024,1
GWM,ORA_03,696,696,2024-01-02,2024,1
HONDA,CITY_HATCH,794,794,2024-01-02,2024,1
BYD,DOLPHIN,1820,1820,2024-01-02,2024,1
PEUGEOT,208,1825,1825,2024-01-02,2024,1
CITROEN,C3,1879,1879,2024-01-02,2024,1
TOYOTA,YARIS_HB,2003,2003,2024-01-02,2024,1
FIAT,ARGO,4696,4696,2024-01-02,2024,1
GM,ONIX,5714,5714,2024-01-02,2024,1
VW,POLO,7258,7258,2024-01-02,2024,1
HYUNDAI,HB20,7478,7478,2024-01-02,2024,1
FIAT,PALIO,1,1,2024-01-02,2024,1
FIAT,UNO,2,2,2024-01-02,2024,1
VW,GOL,8,8,2024-01-02,2024,1
RENAULT,KWID,3096,3096,2024-01-02,2024,1
PEUGEOT,2008,96,96,2024-01-02,2024,1
FIAT,SIENA,0,0,2024-01-02,2024,1
AUDI,A4,9,9,2024-01-02,2024,1
VW,VOYAGE,0,0,2024-01-02,2024,1
TOYOTA,YARIS_SEDAN,1685,1685,2024-01-02,2024,1
BYD,HAN,19,19,2024-01-02,2024,1
BMW,330E,24,24,2024-01-02,2024,1
PORSCHE,PANAMERA,25,25,2024-01-02,2024,1
HONDA,ACCORD,39,39,2024-01-02,2024,1
MBENZ,CLA200,49,49,2024-01-02,2024,1
MBENZ,CLASSE_C,57,57,2024-01-02,2024,1
BMW,320I,237,237,2024-01-02,2024,1
KIA,CERATO,0,0,2024-01-02,2024,1
VW,SANTANA,1,1,2024-01-02,2024,1
HYUNDAI,ELANTRA,1,1,2024-01-02,2024,1
BMW,218I,1,1,2024-01-02,2024,1
MBENZ,CLA45,2,2,2024-01-02,2024,1
JAC,E-J7,3,3,2024-01-02,2024,1
MBENZ,CLA35,4,4,2024-01-02,2024,1
BMW,420I,9,9,2024-01-02,2024,1
CAOA_CHERY,ARRIZO_6,16,16,2024-01-02,2024,1
AUDI,A5,17,17,2024-01-02,2024,1
AUDI,A3_SEDAN,56,56,2024-01-02,2024,1
GM,CRUZE_SEDAN,104,104,2024-01-02,2024,1
HONDA,CIVIC,151,151,2024-01-02,2024,1
VW,JETTA,224,224,2024-01-02,2024,1
NISSAN,SENTRA,308,308,2024-01-02,2024,1
BYD,SEAL,612,612,2024-01-02,2024,1
TOYOTA,COROLLA,2142,2142,2024-01-02,2024,1
VW,POLO_SEDAN,1,1,2024-01-02,2024,1
HONDA,CITY,927,927,2024-01-02,2024,1
NISSAN,VERSA,938,938,2024-01-02,2024,1
VW,VIRTUS,2372,2372,2024-01-02,2024,1
GM,ONIX_PLUS,3559,3559,2024-01-02,2024,1
FIAT,MOBI,3719,3719,2024-01-02,2024,1
